1,29241,323,1261,792,1872,2362,40,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,13,274,1122,0,14,13,654,72,274,132,47,591,1122,15,102,60,2595,4,0,0,
4,12555,979,809,14,12555,44,1951,72,261,3475,5618,858,9,108,91,0,0,0,0,0,
4,3311,3355,1525,0,14,13,1911,4272,25304,0,5995,1800,2213,2152,2,5,0,0,0,0,
0,3630,379,653,2,286,27,908,55,0,0,0,0,0,0,0,0,0,0,0,0,
3,27,2791,540,9437,14607,1273,540,323,9437,14607,215,256,3,1089,26,30283,3,30284,0,0,
0,7,9743,44,1631,292,11,3721,7322,292,0,3327,7,7323,0,9743,44,1631,292,11,3721,
4,1,2,719,1,8,198,242,2584,0,11894,25364,726,553,2020,0,2584,275,3,2162,51,
2,13,191,4,4163,16,12298,31497,0,14812,9,1,12,112,1808,3718,0,0,0,0,0,
4,73,185,142,12,26145,90,1,4,6565,117,1304,73,184,28,1363,972,0,0,0,0,
0,2824,14301,28789,4928,3012,3215,28790,4928,328,3712,28791,71,0,4928,2032,0,0,0,0,0,
1,14468,9,77,358,213,2052,871,7210,4639,20,0,0,0,0,0,0,0,0,0,0,
4,641,1078,240,2,66,641,5169,0,240,2,66,5,145,197,0,55,0,0,0,0,
2,7199,4745,728,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,23,57,84,1596,1938,8,426,4298,0,0,0,0,0,0,0,0,0,0,0,0,
4,5,58,197,5618,495,3900,88,1,0,3635,481,0,11,92,26801,2,0,79,7607,266,
4,21,5,1290,410,1290,1,0,144,4516,25,21,5,564,9,0,0,0,0,0,0,
0,2217,72,304,635,8,1608,13,25,100,3830,2217,114,8,1608,492,0,0,0,0,0,
1,1538,496,40,293,247,893,35,8166,105,3,1509,39,3,396,0,310,155,2304,3,0,
2,296,3593,11,7035,473,424,64,161,4,276,6,0,0,0,0,0,0,0,0,0,
4,27,27159,3151,190,27160,208,23,25,176,2170,12,917,98,3,0,0,0,0,0,0,
4,1313,410,95,88,14121,14122,367,29,14121,9342,22,0,110,400,65,6079,3,0,0,0,
4,5181,12257,1405,294,700,1405,294,32,146,88,1621,0,29003,3,270,32,146,88,0,0,
3,13,684,30574,0,30575,261,36,30576,14214,3369,38,1,449,35,0,0,0,0,0,0,
2,138,23,935,36,489,214,256,5,223,3,33,139,0,0,0,0,0,0,0,0,
2,5286,3525,0,58,10725,20,146,142,42,6316,0,0,0,0,0,0,0,0,0,0,
2,1,4,24,795,0,5913,13,8,1622,119,10,8,1622,18,12,4156,81,0,0,0,
2,34,18,136,1,59,175,66,10,0,0,0,0,0,0,0,0,0,0,0,0,
1,5,2,988,9446,13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,4,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,1141,335,32,4164,166,609,1141,2,3864,335,32,4164,335,2,10,0,0,0,0,
3,15719,3038,107,232,0,184,7438,4954,15720,1009,15721,1,0,0,0,0,0,0,0,0,
2,28233,4,1105,2327,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4108,20,2,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,54,898,0,26311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,526,25775,4561,639,25776,3,1259,1708,160,4791,290,13577,1225,0,0,0,0,0,0,0,
1,5804,6325,2582,0,52,2727,439,0,58,1262,43,338,39,0,892,1677,1081,0,0,0,
0,311,601,373,798,192,607,2742,1042,192,607,920,192,607,0,0,0,0,0,0,0,
4,23,453,8501,165,6,3528,90,3,190,5458,2024,1424,70,3260,3151,0,0,0,0,0,
4,4338,2098,27,384,21656,8,7,1804,75,515,0,0,0,0,0,0,0,0,0,0,
4,33,2696,105,0,26,426,23552,9,23553,19,19,19,0,0,0,0,0,0,0,0,
0,13102,24042,15,4,970,2006,3906,6,9153,3230,13103,4,13104,11,7569,6,113,4,7,50,
4,4683,6873,4725,1746,21585,7,3730,21586,4683,4725,1132,2,8316,0,53,1130,3,0,0,0,
2,3690,7202,0,1232,6,3809,25,207,0,0,0,0,0,0,0,0,0,0,0,0,
4,446,979,15982,15983,446,979,470,206,6040,12,278,51,176,12,0,0,0,0,0,0,
0,479,21355,824,2,198,5,0,4,5,202,0,0,0,0,0,0,0,0,0,0,
0,2322,271,430,132,40,9870,24,235,94,92,204,2662,0,271,430,106,4,1802,0,0,
0,7475,70,21756,921,21757,34,4,80,921,0,5094,1149,187,21758,9,0,0,0,0,0,
2,8,129,142,258,2972,81,503,81,3519,0,0,0,0,0,0,0,0,0,0,0,
0,154,19742,835,532,150,41,8461,6668,1188,0,11636,11,131,0,0,0,0,0,0,0,
0,116,15196,3722,15160,401,2914,33999,5101,34000,0,0,0,0,0,0,0,0,0,0,0,
0,7237,33423,11,5341,0,33424,66,1837,67,196,229,999,542,8013,0,0,0,0,0,0,
4,883,1021,197,9,883,1021,4470,9,0,0,0,0,0,0,0,0,0,0,0,0,
2,13,1,57,18,326,599,399,0,1814,19374,6,1,227,3054,3972,3,4033,3251,29,106,
3,59,226,2330,26071,10,196,9,2330,331,26072,2184,26073,26074,26075,331,3734,0,0,0,0,
3,97,688,127,488,383,143,1324,540,2962,687,213,143,2067,1433,2962,39,6428,0,0,0,
1,568,23786,892,517,0,23787,3086,196,901,1,40,23788,0,810,159,195,33,0,0,0,
4,11999,1733,20703,20704,3262,185,8,303,0,0,0,0,0,0,0,0,0,0,0,0,
2,5,223,1695,1,23,7,2528,12,22,1451,1049,5,223,5,0,0,0,0,0,0,
0,14666,14,178,77,45,3,615,3065,4564,10035,143,18,2228,4690,1398,1757,0,0,0,0,
3,16968,3411,16969,49,107,16970,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,25484,2285,396,26,96,3350,13515,26,32,43,634,241,4,3196,59,227,10295,0,0,
4,10002,1740,272,7493,190,0,939,63,3,0,0,0,0,0,0,0,0,0,0,0,
4,48,1647,41,3824,166,80,10077,1499,7530,16056,29,16057,15,45,0,0,0,0,0,0,
2,16641,49,315,18,878,164,178,5903,16642,286,16643,16644,172,2209,158,251,0,0,0,0,
0,34,18,1317,1,245,1260,7877,566,22329,0,0,0,0,0,0,0,0,0,0,0,
4,22,7,50,105,4863,0,87,149,19,19,974,12,22,7,50,129,342,4863,0,134,
0,5895,7256,185,2,5,417,4,302,7256,153,5895,7256,3450,12,419,2,5895,30,0,0,
2,85,21059,6260,29,12122,21060,3002,13,1540,3002,261,0,1353,0,0,0,0,0,0,0,
3,37,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,20536,20537,1088,100,1758,6289,1550,4808,0,20538,77,68,3,200,0,205,323,0,0,0,
3,449,1755,26,7132,454,0,160,5,429,91,11067,9,0,0,0,0,0,0,0,0,
3,33836,0,58,238,6443,0,33837,1436,0,1436,33838,5,720,14669,33839,4211,288,215,0,0,
3,4627,738,3,2420,10,44,3,41,4920,348,31383,459,396,0,550,31384,0,0,0,0,
1,85,1365,143,168,12904,0,159,150,193,1521,170,26424,0,241,11625,12,0,0,0,0,
3,54,580,330,348,4521,6629,1460,2029,92,31892,661,0,6457,1752,0,0,0,0,0,0,
2,13,479,23,885,4,28526,6176,0,2166,28527,1,17,28,28528,0,6066,23,26,143,0,
4,20,1,79,237,1875,147,1364,28614,49,79,237,421,3,13692,35,73,0,0,0,0,
2,7,328,5689,9707,47,39,67,10,47,39,67,10,328,176,63,6657,0,0,0,0,
3,1704,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,12184,188,1270,30055,890,30056,5067,448,61,1,16,30057,3,4772,3,30058,65,0,0,0,
2,46,2081,114,535,8452,19713,46,23,526,41,33,0,0,0,0,0,0,0,0,0,
2,30804,30805,4,5,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,34,22,2838,5647,0,83,237,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,502,4,5,522,0,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
